gene	pathway	pathway_name
BSGatlas-gene-2712	ko01200	Carbon metabolism
BSGatlas-gene-2712	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2713	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-2713	ko01100	Metabolic pathways
BSGatlas-gene-2713	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2713	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2717	ko02020	Two-component system
BSGatlas-gene-2718	ko02020	Two-component system
BSGatlas-gene-2725	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-2725	ko01100	Metabolic pathways
BSGatlas-gene-2731	ko00740	Riboflavin metabolism
BSGatlas-gene-2731	ko01100	Metabolic pathways
BSGatlas-gene-2731	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2731	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2732	ko00740	Riboflavin metabolism
BSGatlas-gene-2732	ko00790	Folate biosynthesis
BSGatlas-gene-2732	ko01100	Metabolic pathways
BSGatlas-gene-2732	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2732	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2733	ko00740	Riboflavin metabolism
BSGatlas-gene-2733	ko01100	Metabolic pathways
BSGatlas-gene-2733	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2733	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2734	ko00740	Riboflavin metabolism
BSGatlas-gene-2734	ko01100	Metabolic pathways
BSGatlas-gene-2734	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2734	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2734	ko02024	Quorum sensing
BSGatlas-gene-2738	ko03060	Protein export
BSGatlas-gene-2749	ko00300	Lysine biosynthesis
BSGatlas-gene-2749	ko01100	Metabolic pathways
BSGatlas-gene-2749	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2749	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2749	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2760	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-2760	ko01100	Metabolic pathways
BSGatlas-gene-2761	ko00230	Purine metabolism
BSGatlas-gene-2761	ko00240	Pyrimidine metabolism
BSGatlas-gene-2761	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-2761	ko01100	Metabolic pathways
BSGatlas-gene-2761	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2762	ko00030	Pentose phosphate pathway
BSGatlas-gene-2762	ko00230	Purine metabolism
BSGatlas-gene-2762	ko01100	Metabolic pathways
BSGatlas-gene-2768	ko00620	Pyruvate metabolism
BSGatlas-gene-2768	ko01200	Carbon metabolism
BSGatlas-gene-2768	ko02020	Two-component system
BSGatlas-gene-2770	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-2770	ko01100	Metabolic pathways
BSGatlas-gene-2771	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-2771	ko00460	Cyanoamino acid metabolism
BSGatlas-gene-2771	ko01100	Metabolic pathways
BSGatlas-gene-2771	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2774	ko00230	Purine metabolism
BSGatlas-gene-2774	ko01100	Metabolic pathways
BSGatlas-gene-2791	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-2791	ko01100	Metabolic pathways
BSGatlas-gene-2791	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2792	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2792	ko01100	Metabolic pathways
BSGatlas-gene-2796	ko00330	Arginine and proline metabolism
BSGatlas-gene-2796	ko01100	Metabolic pathways
BSGatlas-gene-2796	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2796	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2804	ko00030	Pentose phosphate pathway
BSGatlas-gene-2804	ko00480	Glutathione metabolism
BSGatlas-gene-2804	ko01100	Metabolic pathways
BSGatlas-gene-2804	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2804	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2804	ko01200	Carbon metabolism
BSGatlas-gene-2805	ko00030	Pentose phosphate pathway
BSGatlas-gene-2805	ko00480	Glutathione metabolism
BSGatlas-gene-2805	ko01100	Metabolic pathways
BSGatlas-gene-2805	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2805	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2805	ko01200	Carbon metabolism
BSGatlas-gene-2808	ko02024	Quorum sensing
BSGatlas-gene-2808	ko03060	Protein export
BSGatlas-gene-2808	ko03070	Bacterial secretion system
BSGatlas-gene-2811	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2811	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2811	ko00640	Propanoate metabolism
BSGatlas-gene-2811	ko01100	Metabolic pathways
BSGatlas-gene-2811	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2811	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2811	ko01200	Carbon metabolism
BSGatlas-gene-2812	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2812	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2812	ko00640	Propanoate metabolism
BSGatlas-gene-2812	ko01100	Metabolic pathways
BSGatlas-gene-2812	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2812	ko01200	Carbon metabolism
BSGatlas-gene-2816	ko02010	ABC transporters
BSGatlas-gene-2817	ko02010	ABC transporters
BSGatlas-gene-2818	ko02010	ABC transporters
BSGatlas-gene-2823	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2823	ko00640	Propanoate metabolism
BSGatlas-gene-2823	ko01100	Metabolic pathways
BSGatlas-gene-2823	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2824	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2824	ko00640	Propanoate metabolism
BSGatlas-gene-2824	ko01100	Metabolic pathways
BSGatlas-gene-2824	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2825	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2825	ko00640	Propanoate metabolism
BSGatlas-gene-2825	ko01100	Metabolic pathways
BSGatlas-gene-2825	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2826	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-2826	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-2826	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2826	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2826	ko00310	Lysine degradation
BSGatlas-gene-2826	ko00380	Tryptophan metabolism
BSGatlas-gene-2826	ko00620	Pyruvate metabolism
BSGatlas-gene-2826	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2826	ko00640	Propanoate metabolism
BSGatlas-gene-2826	ko01100	Metabolic pathways
BSGatlas-gene-2826	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2826	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2826	ko01200	Carbon metabolism
BSGatlas-gene-2826	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2827	ko00650	Butanoate metabolism
BSGatlas-gene-2827	ko01100	Metabolic pathways
BSGatlas-gene-2828	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2828	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-2828	ko01100	Metabolic pathways
BSGatlas-gene-2828	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2829	ko00650	Butanoate metabolism
BSGatlas-gene-2829	ko01100	Metabolic pathways
BSGatlas-gene-2832	ko00640	Propanoate metabolism
BSGatlas-gene-2832	ko01100	Metabolic pathways
BSGatlas-gene-2833	ko00640	Propanoate metabolism
BSGatlas-gene-2833	ko01100	Metabolic pathways
BSGatlas-gene-2834	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-2834	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2834	ko01100	Metabolic pathways
BSGatlas-gene-2834	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2834	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2834	ko01200	Carbon metabolism
BSGatlas-gene-2834	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-2834	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2836	ko00360	Phenylalanine metabolism
BSGatlas-gene-2836	ko00362	Benzoate degradation
BSGatlas-gene-2836	ko00650	Butanoate metabolism
BSGatlas-gene-2836	ko01100	Metabolic pathways
BSGatlas-gene-2836	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2836	ko01200	Carbon metabolism
BSGatlas-gene-2837	ko00071	Fatty acid degradation
BSGatlas-gene-2837	ko00072	Synthesis and degradation of ketone bodies
BSGatlas-gene-2837	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2837	ko00310	Lysine degradation
BSGatlas-gene-2837	ko00362	Benzoate degradation
BSGatlas-gene-2837	ko00380	Tryptophan metabolism
BSGatlas-gene-2837	ko00620	Pyruvate metabolism
BSGatlas-gene-2837	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2837	ko00640	Propanoate metabolism
BSGatlas-gene-2837	ko00650	Butanoate metabolism
BSGatlas-gene-2837	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-2837	ko01100	Metabolic pathways
BSGatlas-gene-2837	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2837	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2837	ko01200	Carbon metabolism
BSGatlas-gene-2837	ko01212	Fatty acid metabolism
BSGatlas-gene-2837	ko02020	Two-component system
BSGatlas-gene-2838	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-2839	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-2844	ko02020	Two-component system
BSGatlas-gene-2844	ko02024	Quorum sensing
BSGatlas-gene-2849	ko00730	Thiamine metabolism
BSGatlas-gene-2849	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-2849	ko01100	Metabolic pathways
BSGatlas-gene-2849	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2851	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-2851	ko01100	Metabolic pathways
BSGatlas-gene-2851	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2852	ko03430	Mismatch repair
BSGatlas-gene-2853	ko03430	Mismatch repair
BSGatlas-gene-2855	ko00670	One carbon pool by folate
BSGatlas-gene-2855	ko01100	Metabolic pathways
BSGatlas-gene-2855	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2855	ko01200	Carbon metabolism
BSGatlas-gene-2855	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2858	ko00061	Fatty acid biosynthesis
BSGatlas-gene-2858	ko00620	Pyruvate metabolism
BSGatlas-gene-2858	ko00640	Propanoate metabolism
BSGatlas-gene-2858	ko01100	Metabolic pathways
BSGatlas-gene-2858	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2858	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2858	ko01200	Carbon metabolism
BSGatlas-gene-2858	ko01212	Fatty acid metabolism
BSGatlas-gene-2859	ko00061	Fatty acid biosynthesis
BSGatlas-gene-2859	ko00620	Pyruvate metabolism
BSGatlas-gene-2859	ko00640	Propanoate metabolism
BSGatlas-gene-2859	ko01100	Metabolic pathways
BSGatlas-gene-2859	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2859	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2859	ko01200	Carbon metabolism
BSGatlas-gene-2859	ko01212	Fatty acid metabolism
BSGatlas-gene-2871	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-2871	ko01100	Metabolic pathways
BSGatlas-gene-2871	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2871	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2877	ko00785	Lipoic acid metabolism
BSGatlas-gene-2877	ko01100	Metabolic pathways
BSGatlas-gene-2877	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2879	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2879	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2879	ko01100	Metabolic pathways
BSGatlas-gene-2879	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2879	ko01200	Carbon metabolism
BSGatlas-gene-2880	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2880	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2880	ko01100	Metabolic pathways
BSGatlas-gene-2880	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2880	ko01200	Carbon metabolism
BSGatlas-gene-2881	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2881	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2881	ko00670	One carbon pool by folate
BSGatlas-gene-2881	ko01100	Metabolic pathways
BSGatlas-gene-2881	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2881	ko01200	Carbon metabolism
BSGatlas-gene-2888	ko03060	Protein export
BSGatlas-gene-2902	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-2905	ko00620	Pyruvate metabolism
BSGatlas-gene-2905	ko01100	Metabolic pathways
BSGatlas-gene-2912	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-2912	ko00052	Galactose metabolism
BSGatlas-gene-2912	ko00500	Starch and sucrose metabolism
BSGatlas-gene-2912	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-2912	ko00521	Streptomycin biosynthesis
BSGatlas-gene-2912	ko01100	Metabolic pathways
BSGatlas-gene-2912	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2912	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2912	ko01200	Carbon metabolism
BSGatlas-gene-2916	ko00670	One carbon pool by folate
BSGatlas-gene-2916	ko01100	Metabolic pathways
BSGatlas-gene-2917	ko03010	Ribosome
BSGatlas-gene-2922	ko02010	ABC transporters
BSGatlas-gene-2923	ko02010	ABC transporters
BSGatlas-gene-2924	ko02010	ABC transporters
BSGatlas-gene-2925	ko02010	ABC transporters
BSGatlas-gene-2926	ko02010	ABC transporters
BSGatlas-gene-2926	ko02020	Two-component system
BSGatlas-gene-2927	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-2934	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-2934	ko01100	Metabolic pathways
BSGatlas-gene-2934	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2940	ko03410	Base excision repair
BSGatlas-gene-2943	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-2943	ko01100	Metabolic pathways
BSGatlas-gene-2943	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2948	ko02040	Flagellar assembly
BSGatlas-gene-2949	ko03030	DNA replication
BSGatlas-gene-2954	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-2955	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-2958	ko03440	Homologous recombination
BSGatlas-gene-2961	ko00240	Pyrimidine metabolism
BSGatlas-gene-2961	ko01100	Metabolic pathways
BSGatlas-gene-2962	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-2972	ko03010	Ribosome
BSGatlas-gene-2979	ko03018	RNA degradation
BSGatlas-gene-2982	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-2982	ko01100	Metabolic pathways
BSGatlas-gene-2982	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2982	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2987	ko03010	Ribosome
BSGatlas-gene-2988	ko03030	DNA replication
BSGatlas-gene-2988	ko03430	Mismatch repair
BSGatlas-gene-2988	ko03440	Homologous recombination
BSGatlas-gene-2993	ko00240	Pyrimidine metabolism
BSGatlas-gene-2993	ko01100	Metabolic pathways
BSGatlas-gene-2999	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-2999	ko01100	Metabolic pathways
BSGatlas-gene-2999	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3001	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-3001	ko01100	Metabolic pathways
BSGatlas-gene-3001	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3001	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3011	ko00030	Pentose phosphate pathway
BSGatlas-gene-3011	ko00480	Glutathione metabolism
BSGatlas-gene-3011	ko01100	Metabolic pathways
BSGatlas-gene-3011	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3011	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3011	ko01200	Carbon metabolism
BSGatlas-gene-3021	ko02024	Quorum sensing
BSGatlas-gene-3022	ko02024	Quorum sensing
BSGatlas-gene-3115	ko00330	Arginine and proline metabolism
BSGatlas-gene-3115	ko01100	Metabolic pathways
BSGatlas-gene-3139	ko00910	Nitrogen metabolism
BSGatlas-gene-3139	ko01100	Metabolic pathways
BSGatlas-gene-3140	ko00471	D-Glutamine and D-glutamate metabolism
BSGatlas-gene-3140	ko01100	Metabolic pathways
BSGatlas-gene-3146	ko02010	ABC transporters
BSGatlas-gene-3152	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-3152	ko01100	Metabolic pathways
BSGatlas-gene-3162	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3162	ko00071	Fatty acid degradation
BSGatlas-gene-3162	ko00350	Tyrosine metabolism
BSGatlas-gene-3162	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-3162	ko00626	Naphthalene degradation
BSGatlas-gene-3162	ko00680	Methane metabolism
BSGatlas-gene-3162	ko01100	Metabolic pathways
BSGatlas-gene-3162	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3162	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3162	ko01200	Carbon metabolism
BSGatlas-gene-3162	ko01220	Degradation of aromatic compounds
BSGatlas-gene-3167	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3167	ko00561	Glycerolipid metabolism
BSGatlas-gene-3167	ko01100	Metabolic pathways
BSGatlas-gene-3167	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3167	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3169	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3171	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3171	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-3172	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3172	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-3173	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3173	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-3174	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3174	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-3185	ko00071	Fatty acid degradation
BSGatlas-gene-3185	ko00380	Tryptophan metabolism
BSGatlas-gene-3185	ko00627	Aminobenzoate degradation
BSGatlas-gene-3185	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3196	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3196	ko00680	Methane metabolism
BSGatlas-gene-3196	ko01100	Metabolic pathways
BSGatlas-gene-3196	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3196	ko01200	Carbon metabolism
BSGatlas-gene-3199	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3199	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3199	ko00920	Sulfur metabolism
BSGatlas-gene-3199	ko01100	Metabolic pathways
BSGatlas-gene-3199	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3199	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3200	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3200	ko01100	Metabolic pathways
BSGatlas-gene-3200	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3201	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3201	ko01100	Metabolic pathways
BSGatlas-gene-3201	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3202	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3202	ko01100	Metabolic pathways
BSGatlas-gene-3202	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3207	ko00240	Pyrimidine metabolism
BSGatlas-gene-3207	ko01100	Metabolic pathways
BSGatlas-gene-3216	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3219	ko02010	ABC transporters
BSGatlas-gene-3220	ko02010	ABC transporters
BSGatlas-gene-3221	ko02010	ABC transporters
BSGatlas-gene-3222	ko02010	ABC transporters
BSGatlas-gene-3226	ko03440	Homologous recombination
BSGatlas-gene-3229	ko04122	Sulfur relay system
BSGatlas-gene-3230	ko00730	Thiamine metabolism
BSGatlas-gene-3230	ko01100	Metabolic pathways
BSGatlas-gene-3230	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3230	ko04122	Sulfur relay system
BSGatlas-gene-3235	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3236	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3239	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-3241	ko00230	Purine metabolism
BSGatlas-gene-3241	ko01100	Metabolic pathways
BSGatlas-gene-3242	ko00230	Purine metabolism
BSGatlas-gene-3242	ko01100	Metabolic pathways
BSGatlas-gene-3243	ko03410	Base excision repair
BSGatlas-gene-3243	ko03430	Mismatch repair
BSGatlas-gene-3243	ko03440	Homologous recombination
BSGatlas-gene-3246	ko02024	Quorum sensing
BSGatlas-gene-3246	ko03060	Protein export
BSGatlas-gene-3246	ko03070	Bacterial secretion system
BSGatlas-gene-3251	ko02024	Quorum sensing
BSGatlas-gene-3251	ko03060	Protein export
BSGatlas-gene-3251	ko03070	Bacterial secretion system
BSGatlas-gene-3255	ko03440	Homologous recombination
BSGatlas-gene-3256	ko03440	Homologous recombination
BSGatlas-gene-3259	ko00521	Streptomycin biosynthesis
BSGatlas-gene-3259	ko00562	Inositol phosphate metabolism
BSGatlas-gene-3259	ko01100	Metabolic pathways
BSGatlas-gene-3259	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3259	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3270	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-3270	ko01100	Metabolic pathways
BSGatlas-gene-3270	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3271	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-3271	ko01100	Metabolic pathways
BSGatlas-gene-3271	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3272	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-3272	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-3272	ko01100	Metabolic pathways
BSGatlas-gene-3272	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3273	ko00730	Thiamine metabolism
BSGatlas-gene-3273	ko01100	Metabolic pathways
BSGatlas-gene-3273	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3273	ko04122	Sulfur relay system
BSGatlas-gene-3275	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-3275	ko01100	Metabolic pathways
BSGatlas-gene-3275	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3275	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3276	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-3276	ko01100	Metabolic pathways
BSGatlas-gene-3276	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3276	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3278	ko02020	Two-component system
BSGatlas-gene-3278	ko02024	Quorum sensing
BSGatlas-gene-3280	ko03010	Ribosome
BSGatlas-gene-3282	ko03010	Ribosome
BSGatlas-gene-3295	ko00790	Folate biosynthesis
BSGatlas-gene-3295	ko01100	Metabolic pathways
BSGatlas-gene-3295	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3296	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3301	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-3301	ko01100	Metabolic pathways
BSGatlas-gene-3301	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3301	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3301	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3302	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-3302	ko01100	Metabolic pathways
BSGatlas-gene-3302	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3302	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3302	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3303	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-3303	ko01100	Metabolic pathways
BSGatlas-gene-3303	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3303	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3303	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3304	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-3304	ko01100	Metabolic pathways
BSGatlas-gene-3304	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3304	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3304	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3306	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-3306	ko01100	Metabolic pathways
BSGatlas-gene-3306	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3306	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3306	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3314	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-3314	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-3314	ko01100	Metabolic pathways
BSGatlas-gene-3314	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3314	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3314	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3315	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-3315	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-3315	ko01100	Metabolic pathways
BSGatlas-gene-3315	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3315	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3315	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3316	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-3316	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-3316	ko01100	Metabolic pathways
BSGatlas-gene-3316	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3316	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3316	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3317	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-3317	ko00620	Pyruvate metabolism
BSGatlas-gene-3317	ko01100	Metabolic pathways
BSGatlas-gene-3317	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3317	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3317	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3319	ko00290	Valine, leucine and isoleucine biosynthesis
